key,ticker,name,description,startMoment,endMoment,moreInfo,draftMode,key:inventor
#base-entity
invention-00,ES30-00000,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
# ticker - standard variations,,,,,,,,
invention-01,AA00-xxxx1,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-02,ZZ99-xxxx9,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
# name - standard variations,,,,,,,,
invention-03,ES30-00001,"L","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-04,ES30-00002,"Lo","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-05,ES30-00003,"Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod t","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-06,ES30-00004,"Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod te","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-07,ES30-00005,"โลเร็ม อิปซัม","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-08,ES30-00006,"لوريم إيبسوم","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-09,ES30-00007,"洛伦·伊普森","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-10,ES30-00008,"<marquee>Hacked</marquee>","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-11,ES30-00009,"<script>alert(‘Hacked!’);</script>","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-12,ES30-00010,"' or 'A' = 'A","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
#description - standard variations
invention-13,ES30-00011,"Lorem ipsum dolor sit amet consectetu","L",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-14,ES30-00012,"Lorem ipsum dolor sit amet consectetu","Lo",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-15,ES30-00013,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut enim ad minim veniam? Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-16,ES30-00014,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut enim ad minim veniam? Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor*",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-17,ES30-00015,"Lorem ipsum dolor sit amet consectetu","โลเร็ม อิปซัม",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-18,ES30-00016,"Lorem ipsum dolor sit amet consectetu",لوريم إيبسوم",2027/01/01 10:00,2027/02/01 10:00","http://lorem.com/00",false,inventor-1
invention-19,ES30-00017,"Lorem ipsum dolor sit amet consectetu","洛伦·伊普森",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-20,ES30-00018,"Lorem ipsum dolor sit amet consectetu","<marquee>Hacked</marquee>",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-21,ES30-00019,"Lorem ipsum dolor sit amet consectetu","<script>alert(‘Hacked!’);</script>",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
